age_years,age_months,nutrient,value,unit,drv_type,zinc_phytate_mgpd
12,0,TFA,ALAP,,AI,
12,0,Total Carbohydrates,45-60,E%,RI,
12,0,Dietary Fibre,19,g/d,AI,
12,0,Water,2.1,L/d,AI,
12,0,Calcium,1150,mg/d,PRI,
12,0,Fluoride,2.2,mg/d,AI,
12,0,Iodine,120,μg/d,AI,
12,0,Manganese,2,mg/d,AI,
12,0,Molybdenum,45,μg/d,AI,
12,0,Phosphorus,640,mg/d,AI,
12,0,Potassium,2700,mg/d,AI,
12,0,Selenium,55,μg/d,AI,
12,0,Iron,11,mg/d,PRI,
12,0,Copper,1.3,mg/d,AI,
12,0,Magnesium,300,mg/d,AI,
12,0,Zinc,10.7,mg/d,PRI,
12,0,α-Tocopherol,13,mg/d,AI,
12,0,Biotin,35,μg/d,AI,
12,0,Choline,340,mg/d,AI,
12,0,Cobalamin,3.5,μg/d,AI,
12,0,Folate,270,μg DFE/d,PRI,
12,0,Niacin,1.6,mg NE/MJ,PRI,
12,0,Pantothenic Acid,5,mg/d,AI,
12,0,Riboflavin,1.4,mg/d,PRI,
12,0,Thiamin,0.1,mg/MJ,PRI,
12,0,Vitamin A,600,μg RE/d,PRI,
12,0,Vitamin B6,1.4,mg/d,PRI,
12,0,Vitamin C,70,mg/d,PRI,
12,0,Vitamin D,15,μg/d,AI,
12,0,Vitamin K,45,μg/d,AI,
13,0,Protein,0.9,g/kg bw per day,PRI,
13,0,Total Fat,20-35,E%,RI,
13,0,SFA,ALAP,,AI,
13,0,LA,4,E%,AI,
13,0,ALA,0.5,E%,AI,
13,0,EPA+DHA,250,mg/d,AI,
13,0,DHA,,mg/d,AI,
13,0,TFA,ALAP,,AI,
13,0,Total Carbohydrates,45-60,E%,RI,
13,0,Dietary Fibre,19,g/d,AI,
13,0,Water,2.1,L/d,AI,
13,0,Calcium,1150,mg/d,PRI,
13,0,Fluoride,2.2,mg/d,AI,
13,0,Iodine,120,μg/d,AI,
13,0,Manganese,2,mg/d,AI,
13,0,Molybdenum,45,μg/d,AI,
13,0,Phosphorus,640,mg/d,AI,
13,0,Potassium,2700,mg/d,AI,
13,0,Selenium,55,μg/d,AI,
13,0,Iron,11,mg/d,PRI,
13,0,Copper,1.3,mg/d,AI,
13,0,Magnesium,300,mg/d,AI,
13,0,Zinc,10.7,mg/d,PRI,
13,0,α-Tocopherol,13,mg/d,AI,
13,0,Biotin,35,μg/d,AI,
13,0,Choline,340,mg/d,AI,
13,0,Cobalamin,3.5,μg/d,AI,
13,0,Folate,270,μg DFE/d,PRI,
13,0,Niacin,1.6,mg NE/MJ,PRI,
13,0,Pantothenic Acid,5,mg/d,AI,
13,0,Riboflavin,1.4,mg/d,PRI,
13,0,Thiamin,0.1,mg/MJ,PRI,
13,0,Vitamin A,600,μg RE/d,PRI,
13,0,Vitamin B6,1.4,mg/d,PRI,
13,0,Vitamin C,70,mg/d,PRI,
13,0,Vitamin D,15,μg/d,AI,
13,0,Vitamin K,45,μg/d,AI,
14,0,Protein,0.89,g/kg bw per day,PRI,
14,0,Total Fat,20-35,E%,RI,
14,0,SFA,ALAP,,AI,
14,0,LA,4,E%,AI,
14,0,ALA,0.5,E%,AI,
14,0,EPA+DHA,250,mg/d,AI,
14,0,DHA,,mg/d,AI,
14,0,TFA,ALAP,,AI,
14,0,Total Carbohydrates,45-60,E%,RI,
14,0,Dietary Fibre,19,g/d,AI,
14,0,Water,2.5,L/d,AI,
14,0,Calcium,1150,mg/d,PRI,
14,0,Fluoride,2.2,mg/d,AI,
14,0,Iodine,120,μg/d,AI,
14,0,Manganese,2,mg/d,AI,
14,0,Molybdenum,45,μg/d,AI,
14,0,Phosphorus,640,mg/d,AI,
14,0,Potassium,2700,mg/d,AI,
14,0,Selenium,55,μg/d,AI,
14,0,Iron,11,mg/d,PRI,
14,0,Copper,1.3,mg/d,AI,
14,0,Magnesium,300,mg/d,AI,
14,0,Zinc,10.7,mg/d,PRI,
14,0,α-Tocopherol,13,mg/d,AI,
14,0,Biotin,35,μg/d,AI,
14,0,Choline,340,mg/d,AI,
14,0,Cobalamin,3.5,μg/d,AI,
14,0,Folate,270,μg DFE/d,PRI,
14,0,Niacin,1.6,mg NE/MJ,PRI,
14,0,Pantothenic Acid,5,mg/d,AI,
14,0,Riboflavin,1.4,mg/d,PRI,
14,0,Thiamin,0.1,mg/MJ,PRI,
14,0,Vitamin A,600,μg RE/d,PRI,
14,0,Vitamin B6,1.4,mg/d,PRI,
14,0,Vitamin C,70,mg/d,PRI,
14,0,Vitamin D,15,μg/d,AI,
14,0,Vitamin K,45,μg/d,AI,
15,0,Protein,0.88,g/kg bw per day,PRI,
15,0,Total Fat,20-35,E%,RI,
15,0,SFA,ALAP,,AI,
15,0,LA,4,E%,AI,
15,0,ALA,0.5,E%,AI,
15,0,EPA+DHA,250,mg/d,AI,
15,0,DHA,,mg/d,AI,
15,0,TFA,ALAP,,AI,
15,0,Total Carbohydrates,45-60,E%,RI,
15,0,Dietary Fibre,21,g/d,AI,
15,0,Water,2.5,L/d,AI,
15,0,Calcium,1150,mg/d,PRI,
15,0,Fluoride,3.2,mg/d,AI,
15,0,Iodine,130,μg/d,AI,
15,0,Manganese,3,mg/d,AI,
15,0,Molybdenum,65,μg/d,AI,
15,0,Phosphorus,640,mg/d,AI,
15,0,Potassium,3500,mg/d,AI,
15,0,Selenium,70,μg/d,AI,
15,0,Iron,11,mg/d,PRI,
15,0,Copper,1.3,mg/d,AI,
15,0,Magnesium,300,mg/d,AI,
15,0,Zinc,14.2,mg/d,PRI,
15,0,α-Tocopherol,13,mg/d,AI,
15,0,Biotin,35,μg/d,AI,
15,0,Choline,400,mg/d,AI,
15,0,Cobalamin,4,μg/d,AI,
15,0,Folate,330,μg DFE/d,PRI,
15,0,Niacin,1.6,mg NE/MJ,PRI,
15,0,Pantothenic Acid,5,mg/d,AI,
15,0,Riboflavin,1.6,mg/d,PRI,
15,0,Thiamin,0.1,mg/MJ,PRI,
15,0,Vitamin A,750,μg RE/d,PRI,
15,0,Vitamin B6,1.7,mg/d,PRI,
15,0,Vitamin C,100,mg/d,PRI,
15,0,Vitamin D,15,μg/d,AI,
15,0,Vitamin K,65,μg/d,AI,
16,0,Protein,0.87,g/kg bw per day,PRI,
16,0,Total Fat,20-35,E%,RI,
16,0,SFA,ALAP,,AI,
16,0,LA,4,E%,AI,
16,0,ALA,0.5,E%,AI,
16,0,EPA+DHA,250,mg/d,AI,
16,0,DHA,,mg/d,AI,
16,0,TFA,ALAP,,AI,
16,0,Total Carbohydrates,45-60,E%,RI,
16,0,Dietary Fibre,21,g/d,AI,
16,0,Water,2.5,L/d,AI,
16,0,Calcium,1150,mg/d,PRI,
16,0,Fluoride,3.2,mg/d,AI,
16,0,Iodine,130,μg/d,AI,
16,0,Manganese,3,mg/d,AI,
16,0,Molybdenum,65,μg/d,AI,
16,0,Phosphorus,640,mg/d,AI,
16,0,Potassium,3500,mg/d,AI,
16,0,Selenium,70,μg/d,AI,
16,0,Iron,11,mg/d,PRI,
16,0,Copper,1.3,mg/d,AI,
16,0,Magnesium,300,mg/d,AI,
16,0,Zinc,14.2,mg/d,PRI,
16,0,α-Tocopherol,13,mg/d,AI,
16,0,Biotin,35,μg/d,AI,
16,0,Choline,400,mg/d,AI,
16,0,Cobalamin,4,μg/d,AI,
16,0,Folate,330,μg DFE/d,PRI,
16,0,Niacin,1.6,mg NE/MJ,PRI,
16,0,Pantothenic Acid,5,mg/d,AI,
16,0,Riboflavin,1.6,mg/d,PRI,
16,0,Thiamin,0.1,mg/MJ,PRI,
16,0,Vitamin A,750,μg RE/d,PRI,
16,0,Vitamin B6,1.7,mg/d,PRI,
16,0,Vitamin C,100,mg/d,PRI,
16,0,Vitamin D,15,μg/d,AI,
16,0,Vitamin K,65,μg/d,AI,
17,0,Protein,0.86,g/kg bw per day,PRI,
17,0,Total Fat,20-35,E%,RI,
17,0,SFA,ALAP,,AI,
17,0,LA,4,E%,AI,
17,0,ALA,0.5,E%,AI,
17,0,EPA+DHA,250,mg/d,AI,
17,0,DHA,,mg/d,AI,
17,0,TFA,ALAP,,AI,
17,0,Total Carbohydrates,45-60,E%,RI,
17,0,Dietary Fibre,21,g/d,AI,
17,0,Water,2.5,L/d,AI,
17,0,Calcium,1150,mg/d,PRI,
17,0,Fluoride,3.2,mg/d,AI,
17,0,Iodine,130,μg/d,AI,
17,0,Manganese,3,mg/d,AI,
17,0,Molybdenum,65,μg/d,AI,
17,0,Phosphorus,640,mg/d,AI,
17,0,Potassium,3500,mg/d,AI,
17,0,Selenium,70,μg/d,AI,
17,0,Iron,11,mg/d,PRI,
17,0,Copper,1.3,mg/d,AI,
17,0,Magnesium,300,mg/d,AI,
17,0,Zinc,14.2,mg/d,PRI,
17,0,α-Tocopherol,13,mg/d,AI,
17,0,Biotin,35,μg/d,AI,
17,0,Choline,400,mg/d,AI,
17,0,Cobalamin,4,μg/d,AI,
17,0,Folate,330,μg DFE/d,PRI,
17,0,Niacin,1.6,mg NE/MJ,PRI,
17,0,Pantothenic Acid,5,mg/d,AI,
17,0,Riboflavin,1.6,mg/d,PRI,
17,0,Thiamin,0.1,mg/MJ,PRI,
17,0,Vitamin A,750,μg RE/d,PRI,
17,0,Vitamin B6,1.7,mg/d,PRI,
17,0,Vitamin C,100,mg/d,PRI,
17,0,Vitamin D,15,μg/d,AI,
17,0,Vitamin K,65,μg/d,AI,
18,0,Protein,0.83,g/kg bw per day,PRI,
18,0,Total Fat,20-35,E%,RI,
18,0,SFA,ALAP,,AI,
18,0,LA,4,E%,AI,
18,0,ALA,0.5,E%,AI,
18,0,EPA+DHA,250,mg/d,AI,
18,0,DHA,,mg/d,AI,
18,0,TFA,ALAP,,AI,
18,0,Total Carbohydrates,45-60,E%,RI,
18,0,Dietary Fibre,25,g/d,AI,
18,0,Water,2.5,L/d,AI,
18,0,Calcium,1000,mg/d,PRI,
18,0,Fluoride,3.4,mg/d,AI,
18,0,Iodine,150,μg/d,AI,
18,0,Manganese,3,mg/d,AI,
18,0,Molybdenum,65,μg/d,AI,
18,0,Phosphorus,550,mg/d,AI,
18,0,Potassium,3500,mg/d,AI,
18,0,Selenium,70,μg/d,AI,
18,0,Iron,11,mg/d,PRI,
18,0,Copper,1.6,mg/d,AI,
18,0,Magnesium,350,mg/d,AI,
18,0,Zinc,9.4,mg/d,PRI,300
18,0,Zinc,11.7,mg/d,PRI,600
18,0,Zinc,14,mg/d,PRI,900
18,0,Zinc,16.3,mg/d,PRI,1200
18,0,α-Tocopherol,13,mg/d,AI,
18,0,Biotin,40,μg/d,AI,
18,0,Choline,400,mg/d,AI,
18,0,Cobalamin,4,μg/d,AI,
18,0,Folate,330,μg DFE/d,PRI,
18,0,Niacin,1.6,mg NE/MJ,PRI,
18,0,Pantothenic Acid,5,mg/d,AI,
18,0,Riboflavin,1.6,mg/d,PRI,
18,0,Thiamin,0.1,mg/MJ,PRI,
18,0,Vitamin A,750,μg RE/d,PRI,
18,0,Vitamin B6,1.7,mg/d,PRI,
18,0,Vitamin C,110,mg/d,PRI,
18,0,Vitamin D,15,μg/d,AI,
18,0,Vitamin K,70,μg/d,AI,
19,0,Protein,0.83,g/kg bw per day,PRI,
19,0,Total Fat,20-35,E%,RI,
19,0,SFA,ALAP,,AI,
19,0,LA,4,E%,AI,
19,0,ALA,0.5,E%,AI,
19,0,EPA+DHA,250,mg/d,AI,
19,0,DHA,,mg/d,AI,
19,0,TFA,ALAP,,AI,
19,0,Total Carbohydrates,45-60,E%,RI,
19,0,Dietary Fibre,25,g/d,AI,
19,0,Water,2.5,L/d,AI,
19,0,Calcium,1000,mg/d,PRI,
19,0,Fluoride,3.4,mg/d,AI,
19,0,Iodine,150,μg/d,AI,
19,0,Manganese,3,mg/d,AI,
19,0,Molybdenum,65,μg/d,AI,
19,0,Phosphorus,550,mg/d,AI,
19,0,Potassium,3500,mg/d,AI,
19,0,Selenium,70,μg/d,AI,
19,0,Iron,11,mg/d,PRI,
19,0,Copper,1.6,mg/d,AI,
19,0,Magnesium,350,mg/d,AI,
19,0,Zinc,9.4,mg/d,PRI,300
19,0,Zinc,11.7,mg/d,PRI,600
19,0,Zinc,14,mg/d,PRI,900
19,0,Zinc,16.3,mg/d,PRI,1200
19,0,α-Tocopherol,13,mg/d,AI,
19,0,Biotin,40,μg/d,AI,
19,0,Choline,400,mg/d,AI,
19,0,Cobalamin,4,μg/d,AI,
19,0,Folate,330,μg DFE/d,PRI,
19,0,Niacin,1.6,mg NE/MJ,PRI,
19,0,Pantothenic Acid,5,mg/d,AI,
19,0,Riboflavin,1.6,mg/d,PRI,
19,0,Thiamin,0.1,mg/MJ,PRI,
19,0,Vitamin A,750,μg RE/d,PRI,
19,0,Vitamin B6,1.7,mg/d,PRI,
19,0,Vitamin C,110,mg/d,PRI,
19,0,Vitamin D,15,μg/d,AI,
19,0,Vitamin K,70,μg/d,AI,
20,0,Protein,0.83,g/kg bw per day,PRI,
20,0,Total Fat,20-35,E%,RI,
20,0,SFA,ALAP,,AI,
20,0,LA,4,E%,AI,
20,0,ALA,0.5,E%,AI,
20,0,EPA+DHA,250,mg/d,AI,
20,0,DHA,,mg/d,AI,
20,0,TFA,ALAP,,AI,
20,0,Total Carbohydrates,45-60,E%,RI,
20,0,Dietary Fibre,25,g/d,AI,
20,0,Water,2.5,L/d,AI,
20,0,Calcium,1000,mg/d,PRI,
20,0,Fluoride,3.4,mg/d,AI,
20,0,Iodine,150,μg/d,AI,
20,0,Manganese,3,mg/d,AI,
20,0,Molybdenum,65,μg/d,AI,
20,0,Phosphorus,550,mg/d,AI,
20,0,Potassium,3500,mg/d,AI,
20,0,Selenium,70,μg/d,AI,
20,0,Iron,11,mg/d,PRI,
20,0,Copper,1.6,mg/d,AI,
20,0,Magnesium,350,mg/d,AI,
20,0,Zinc,9.4,mg/d,PRI,300
20,0,Zinc,11.7,mg/d,PRI,600
20,0,Zinc,14,mg/d,PRI,900
20,0,Zinc,16.3,mg/d,PRI,1200
20,0,α-Tocopherol,13,mg/d,AI,
20,0,Biotin,40,μg/d,AI,
20,0,Choline,400,mg/d,AI,
20,0,Cobalamin,4,μg/d,AI,
20,0,Folate,330,μg DFE/d,PRI,
20,0,Niacin,1.6,mg NE/MJ,PRI,
20,0,Pantothenic Acid,5,mg/d,AI,
20,0,Riboflavin,1.6,mg/d,PRI,
20,0,Thiamin,0.1,mg/MJ,PRI,
20,0,Vitamin A,750,μg RE/d,PRI,
20,0,Vitamin B6,1.7,mg/d,PRI,
20,0,Vitamin C,110,mg/d,PRI,
20,0,Vitamin D,15,μg/d,AI,
20,0,Vitamin K,70,μg/d,AI,
21,0,Protein,0.83,g/kg bw per day,PRI,
21,0,Total Fat,20-35,E%,RI,
21,0,SFA,ALAP,,AI,
21,0,LA,4,E%,AI,
21,0,ALA,0.5,E%,AI,
21,0,EPA+DHA,250,mg/d,AI,
21,0,DHA,,mg/d,AI,
21,0,TFA,ALAP,,AI,
21,0,Total Carbohydrates,45-60,E%,RI,
21,0,Dietary Fibre,25,g/d,AI,
21,0,Water,2.5,L/d,AI,
21,0,Calcium,1000,mg/d,PRI,
21,0,Fluoride,3.4,mg/d,AI,
21,0,Iodine,150,μg/d,AI,
21,0,Manganese,3,mg/d,AI,
21,0,Molybdenum,65,μg/d,AI,
21,0,Phosphorus,550,mg/d,AI,
21,0,Potassium,3500,mg/d,AI,
21,0,Selenium,70,μg/d,AI,
21,0,Iron,11,mg/d,PRI,
21,0,Copper,1.6,mg/d,AI,
21,0,Magnesium,350,mg/d,AI,
21,0,Zinc,9.4,mg/d,PRI,300
21,0,Zinc,11.7,mg/d,PRI,600
21,0,Zinc,14,mg/d,PRI,900
21,0,Zinc,16.3,mg/d,PRI,1200
21,0,α-Tocopherol,13,mg/d,AI,
21,0,Biotin,40,μg/d,AI,
21,0,Choline,400,mg/d,AI,
21,0,Cobalamin,4,μg/d,AI,
21,0,Folate,330,μg DFE/d,PRI,
21,0,Niacin,1.6,mg NE/MJ,PRI,
21,0,Pantothenic Acid,5,mg/d,AI,
21,0,Riboflavin,1.6,mg/d,PRI,
21,0,Thiamin,0.1,mg/MJ,PRI,
21,0,Vitamin A,750,μg RE/d,PRI,
21,0,Vitamin B6,1.7,mg/d,PRI,
21,0,Vitamin C,110,mg/d,PRI,
21,0,Vitamin D,15,μg/d,AI,
21,0,Vitamin K,70,μg/d,AI,
22,0,Protein,0.83,g/kg bw per day,PRI,
22,0,Total Fat,20-35,E%,RI,
22,0,SFA,ALAP,,AI,
22,0,LA,4,E%,AI,
22,0,ALA,0.5,E%,AI,
22,0,EPA+DHA,250,mg/d,AI,
22,0,DHA,,mg/d,AI,
22,0,TFA,ALAP,,AI,
22,0,Total Carbohydrates,45-60,E%,RI,
22,0,Dietary Fibre,25,g/d,AI,
22,0,Water,2.5,L/d,AI,
22,0,Calcium,1000,mg/d,PRI,
22,0,Fluoride,3.4,mg/d,AI,
22,0,Iodine,150,μg/d,AI,
22,0,Manganese,3,mg/d,AI,
22,0,Molybdenum,65,μg/d,AI,
22,0,Phosphorus,550,mg/d,AI,
22,0,Potassium,3500,mg/d,AI,
22,0,Selenium,70,μg/d,AI,
22,0,Iron,11,mg/d,PRI,
22,0,Copper,1.6,mg/d,AI,
22,0,Magnesium,350,mg/d,AI,
22,0,Zinc,9.4,mg/d,PRI,300
22,0,Zinc,11.7,mg/d,PRI,600
22,0,Zinc,14,mg/d,PRI,900
22,0,Zinc,16.3,mg/d,PRI,1200
22,0,α-Tocopherol,13,mg/d,AI,
22,0,Biotin,40,μg/d,AI,
22,0,Choline,400,mg/d,AI,
22,0,Cobalamin,4,μg/d,AI,
22,0,Folate,330,μg DFE/d,PRI,
22,0,Niacin,1.6,mg NE/MJ,PRI,
22,0,Pantothenic Acid,5,mg/d,AI,
22,0,Riboflavin,1.6,mg/d,PRI,
22,0,Thiamin,0.1,mg/MJ,PRI,
22,0,Vitamin A,750,μg RE/d,PRI,
22,0,Vitamin B6,1.7,mg/d,PRI,
22,0,Vitamin C,110,mg/d,PRI,
22,0,Vitamin D,15,μg/d,AI,
22,0,Vitamin K,70,μg/d,AI,
23,0,Protein,0.83,g/kg bw per day,PRI,
23,0,Total Fat,20-35,E%,RI,
23,0,SFA,ALAP,,AI,
23,0,LA,4,E%,AI,
23,0,ALA,0.5,E%,AI,
23,0,EPA+DHA,250,mg/d,AI,
23,0,DHA,,mg/d,AI,
23,0,TFA,ALAP,,AI,
23,0,Total Carbohydrates,45-60,E%,RI,
23,0,Dietary Fibre,25,g/d,AI,
23,0,Water,2.5,L/d,AI,
23,0,Calcium,1000,mg/d,PRI,
23,0,Fluoride,3.4,mg/d,AI,
23,0,Iodine,150,μg/d,AI,
23,0,Manganese,3,mg/d,AI,
23,0,Molybdenum,65,μg/d,AI,
23,0,Phosphorus,550,mg/d,AI,
23,0,Potassium,3500,mg/d,AI,
23,0,Selenium,70,μg/d,AI,
23,0,Iron,11,mg/d,PRI,
23,0,Copper,1.6,mg/d,AI,
23,0,Magnesium,350,mg/d,AI,
23,0,Zinc,9.4,mg/d,PRI,300
23,0,Zinc,11.7,mg/d,PRI,600
23,0,Zinc,14,mg/d,PRI,900
23,0,Zinc,16.3,mg/d,PRI,1200
23,0,α-Tocopherol,13,mg/d,AI,
23,0,Biotin,40,μg/d,AI,
23,0,Choline,400,mg/d,AI,
23,0,Cobalamin,4,μg/d,AI,
23,0,Folate,330,μg DFE/d,PRI,
23,0,Niacin,1.6,mg NE/MJ,PRI,
23,0,Pantothenic Acid,5,mg/d,AI,
23,0,Riboflavin,1.6,mg/d,PRI,
23,0,Thiamin,0.1,mg/MJ,PRI,
23,0,Vitamin A,750,μg RE/d,PRI,
23,0,Vitamin B6,1.7,mg/d,PRI,
23,0,Vitamin C,110,mg/d,PRI,
23,0,Vitamin D,15,μg/d,AI,
23,0,Vitamin K,70,μg/d,AI,
24,0,Protein,0.83,g/kg bw per day,PRI,
24,0,Total Fat,20-35,E%,RI,
24,0,SFA,ALAP,,AI,
24,0,LA,4,E%,AI,
24,0,ALA,0.5,E%,AI,
24,0,EPA+DHA,250,mg/d,AI,
24,0,DHA,,mg/d,AI,
24,0,TFA,ALAP,,AI,
24,0,Total Carbohydrates,45-60,E%,RI,
24,0,Dietary Fibre,25,g/d,AI,
24,0,Water,2.5,L/d,AI,
24,0,Calcium,1000,mg/d,PRI,
24,0,Fluoride,3.4,mg/d,AI,
24,0,Iodine,150,μg/d,AI,
24,0,Manganese,3,mg/d,AI,
24,0,Molybdenum,65,μg/d,AI,
24,0,Phosphorus,550,mg/d,AI,
24,0,Potassium,3500,mg/d,AI,
24,0,Selenium,70,μg/d,AI,
24,0,Iron,11,mg/d,PRI,
24,0,Copper,1.6,mg/d,AI,
24,0,Magnesium,350,mg/d,AI,
24,0,Zinc,9.4,mg/d,PRI,300
24,0,Zinc,11.7,mg/d,PRI,600
24,0,Zinc,14,mg/d,PRI,900
24,0,Zinc,16.3,mg/d,PRI,1200
24,0,α-Tocopherol,13,mg/d,AI,
24,0,Biotin,40,μg/d,AI,
24,0,Choline,400,mg/d,AI,
24,0,Cobalamin,4,μg/d,AI,
24,0,Folate,330,μg DFE/d,PRI,
24,0,Niacin,1.6,mg NE/MJ,PRI,
24,0,Pantothenic Acid,5,mg/d,AI,
24,0,Riboflavin,1.6,mg/d,PRI,
24,0,Thiamin,0.1,mg/MJ,PRI,
24,0,Vitamin A,750,μg RE/d,PRI,
24,0,Vitamin B6,1.7,mg/d,PRI,
24,0,Vitamin C,110,mg/d,PRI,
24,0,Vitamin D,15,μg/d,AI,
24,0,Vitamin K,70,μg/d,AI,
25,0,Protein,0.83,g/kg bw per day,PRI,
25,0,Total Fat,20-35,E%,RI,
25,0,SFA,ALAP,,AI,
25,0,LA,4,E%,AI,
25,0,ALA,0.5,E%,AI,
25,0,EPA+DHA,250,mg/d,AI,
25,0,DHA,,mg/d,AI,
25,0,TFA,ALAP,,AI,
25,0,Total Carbohydrates,45-60,E%,RI,
25,0,Dietary Fibre,25,g/d,AI,
25,0,Water,2.5,L/d,AI,
25,0,Calcium,950,mg/d,PRI,
25,0,Fluoride,3.4,mg/d,AI,
25,0,Iodine,150,μg/d,AI,
25,0,Manganese,3,mg/d,AI,
25,0,Molybdenum,65,μg/d,AI,
25,0,Phosphorus,550,mg/d,AI,
25,0,Potassium,3500,mg/d,AI,
25,0,Selenium,70,μg/d,AI,
25,0,Iron,11,mg/d,PRI,
25,0,Copper,1.6,mg/d,AI,
25,0,Magnesium,350,mg/d,AI,
25,0,Zinc,9.4,mg/d,PRI,300
25,0,Zinc,11.7,mg/d,PRI,600
25,0,Zinc,14,mg/d,PRI,900
25,0,Zinc,16.3,mg/d,PRI,1200
25,0,α-Tocopherol,13,mg/d,AI,
25,0,Biotin,40,μg/d,AI,
25,0,Choline,400,mg/d,AI,
25,0,Cobalamin,4,μg/d,AI,
25,0,Folate,330,μg DFE/d,PRI,
25,0,Niacin,1.6,mg NE/MJ,PRI,
25,0,Pantothenic Acid,5,mg/d,AI,
25,0,Riboflavin,1.6,mg/d,PRI,
25,0,Thiamin,0.1,mg/MJ,PRI,
25,0,Vitamin A,750,μg RE/d,PRI,
25,0,Vitamin B6,1.7,mg/d,PRI,
25,0,Vitamin C,110,mg/d,PRI,
25,0,Vitamin D,15,μg/d,AI,
25,0,Vitamin K,70,μg/d,AI,
